Date,Open,High,Low,Close,Volume
2020-01-01,100.95980292677704,102.35915836336305,100.18144185061041,100.15912501552404,266508
2020-01-02,101.31315817207512,102.23779185498789,100.76197245574659,100.28619051648229,409550
2020-01-03,100.30685460303117,100.36648497295134,99.48865571960886,100.60992842944077,425203
2020-01-04,102.81065286469405,103.45758964239963,102.80727840728309,102.37518748152924,247026
2020-01-05,101.96969358706451,102.66791690067811,101.79950896453958,101.34820753814853,444866
2020-01-06,101.81731522279391,102.21080060821566,101.36408717346663,102.16752476836272,350819
2020-01-07,103.3438937680642,104.23908698809194,102.64750632060749,103.64069346786475,112356
2020-01-08,103.97553007449665,104.61070187617861,103.02022486592614,103.99898114380245,228128
2020-01-09,103.96231188737401,105.01186460269335,103.87390500108216,104.2676739076178,102187
2020-01-10,104.06513605878204,104.6003712703426,102.58760597772678,104.94939618580084,439387
2020-01-11,104.15242183706502,105.46981590269935,103.01073272293152,103.21341349199062,397242
2020-01-12,103.52634461588028,103.72394422057268,103.33268515660056,103.17010128132173,252297
2020-01-13,103.67395191873767,105.74921279136294,102.95712959813487,103.40885476727722,234678
2020-01-14,101.42636386649227,102.11555168458183,99.5598272494192,101.41019414695864,419764
2020-01-15,99.86684219971588,101.60280600288112,99.78416151387317,100.56996528596592,226270
2020-01-16,99.97063594867194,100.16854673213459,99.84888844028866,99.49602726637266,376531
2020-01-17,98.83056780923684,99.48198581285129,97.3171180659947,98.44785179476935,431607
2020-01-18,98.40557892562066,98.88946475967498,97.77476724106589,97.89242536581655,342998
2020-01-19,98.03599862521332,98.35634593340764,97.01181180088412,98.30404148760333,495807
2020-01-20,96.94972233284932,97.37388827925123,95.09562976651513,95.9543995737367,341503
2020-01-21,97.20497489952429,97.72781038755978,95.98394120399894,98.06964385521815,453827
2020-01-22,98.0855813357884,98.65928133972699,97.50348363231979,97.95258970857753,162061
2020-01-23,97.55011756481345,97.57447215707442,97.32363346596361,98.5617587422057,335497
2020-01-24,96.74198059236949,98.88425095098135,95.782541355646,95.80227105851336,181257
2020-01-25,95.53066895527647,97.25821212537718,95.15846217920542,94.40254245563732,161753
2020-01-26,95.12078007292533,95.55710374259937,94.03203145322114,96.11514589563443,446918
2020-01-27,94.0584563268937,94.09645980506191,92.1738700209591,95.77248313659071,123408
2020-01-28,95.27196803751166,95.39199936422992,93.72872450923947,95.86739874065069,224116
2020-01-29,94.77714812512289,95.39066609785331,94.28829870333662,94.75211658189946,231208
2020-01-30,93.90343481191668,94.92622737711508,92.78381737862767,94.10977503165286,117413
2020-01-31,94.07318274162816,94.3305592790515,93.93229649471695,94.15744781055812,213650
2020-02-01,94.77540466561395,96.44398873949154,93.00696530005109,95.1193915968962,159500
2020-02-02,95.55962757268684,95.95885069529211,95.23645985850206,95.8308463566886,446658
2020-02-03,93.92944844317336,94.5766443828761,93.78184585687468,94.78769162263791,156358
2020-02-04,95.0315834012567,95.51476986355607,94.56554689938845,95.88760640890722,166197
2020-02-05,94.16035714084497,95.734343904135,92.56565407357817,95.5164878246423,323861
2020-02-06,93.91531471754952,95.14108038055186,93.40171461097981,94.54172938378089,323492
2020-02-07,92.19357350419682,93.65794838440664,91.6608726645349,92.13136946345797,361545
2020-02-08,91.56081163202053,91.7852634505805,90.39089479631025,91.04487807131731,176240
2020-02-09,90.96608052852086,92.01317883113302,88.09381831523922,90.36998851083787,335595
2020-02-10,92.41083909931041,94.09476679076828,92.38332419425977,91.6456364777333,321135
2020-02-11,91.59950789713899,92.05839216000793,89.82725630046924,91.95972010541125,378466
2020-02-12,92.31361513103721,93.3922959644685,90.65235591648934,91.78666884311227,475197
2020-02-13,92.46839365681923,92.50690212631994,92.01129740023296,91.82378678250714,106968
2020-02-14,89.0332651060592,89.20589240600002,88.43105304569742,89.85787738993176,389662
2020-02-15,89.1507955199929,90.03445545747957,88.68202126391787,90.10975848139037,414069
2020-02-16,89.37714044035863,90.02946331877204,88.37875500117033,89.08870790922745,290920
2020-02-17,90.04420390996577,91.62059606695003,89.74241201014631,90.14107644241795,474044
2020-02-18,90.6749178292414,92.15145817896729,89.9088375508567,90.32539753429927,455566
2020-02-19,88.42431214383508,89.80440349798253,87.19737891995078,88.80390007912249,363844
2020-02-20,89.09368360032424,89.71924630183376,88.99352952384429,89.46293783892162,455926
2020-02-21,88.58746780847542,88.98327134191284,88.38379405829846,88.23174131831603,332076
2020-02-22,88.57227545669542,89.06630564297816,87.69429286993886,87.65932618132788,123199
2020-02-23,88.72727113635699,88.9879449021809,87.90039078231713,88.44819770031806,263187
2020-02-24,89.79986156823993,90.35016672208535,89.57338267633841,88.95812477546572,285388
2020-02-25,90.3564018732573,91.02802524119535,89.98903636644111,90.15271142645778,105520
2020-02-26,89.47931972105965,89.5048737920511,88.56573509482641,89.48501239632357,209814
2020-02-27,89.19763136333488,90.37036038259424,88.39445241265453,89.85110504760105,267527
2020-02-28,89.94239995983739,90.48600011443182,88.44971139087787,89.8764545531492,346356
2020-02-29,90.51022677536047,90.88084110744657,90.23910317431789,90.81751397145437,223364
2020-03-01,90.38643220637351,91.15813091702186,90.36506491202508,90.6669937590093,114955
2020-03-02,91.09358620058421,93.94212882121428,90.34637452143639,89.9871999070618,275121
2020-03-03,89.38511317897131,90.53387887934342,86.96087291869837,89.14478325221991,244989
2020-03-04,87.59033243709088,89.33004621586898,86.70628704072983,87.70173332670856,350144
2020-03-05,89.16647698665098,89.52891792805411,88.42963308955855,88.69855120026881,164925
2020-03-06,89.71807236762905,90.83774226225519,89.43674481051083,89.63073072533403,469360
2020-03-07,88.83103766497057,90.12571914069147,88.7640469477457,88.63069135342127,170269
2020-03-08,90.34958967499281,91.51041646237134,89.83365045728871,90.78649324935836,403602
2020-03-09,90.27987289498621,90.74757409629811,88.71732703809967,91.92664292354911,451181
2020-03-10,90.39439235887336,90.74089624060407,89.86533968152706,91.0332568020148,252185
2020-03-11,90.9407538959972,90.98767447487639,90.14648921637537,91.41424344869802,199977
2020-03-12,93.30779992900604,93.78484075622916,92.05351050583678,93.0876466337715,406083
2020-03-13,92.59721892064053,92.67404081170078,92.3036609884739,92.47808402923917,129345
2020-03-14,93.88884862516802,95.1718408493566,92.53226682054462,94.09705674327526,355688
2020-03-15,91.79335657607446,92.7896233955216,91.32692659364093,91.06982783776553,472251
2020-03-16,91.09498863535399,91.5887452185153,91.0593471530565,92.0425198618444,484010
2020-03-17,92.4054106371504,93.96199253581015,90.79027882124488,92.59548893298168,361798
2020-03-18,92.37402860457372,92.80214376553964,91.20928925011656,92.59053822621465,431310
2020-03-19,91.34106366127583,92.84182345191013,90.60647208447777,92.01063364632525,278933
2020-03-20,90.66466489116831,91.5148866332818,89.85441245415393,89.86769323713914,197406
2020-03-21,90.04236418547454,90.3910163198824,89.84179498824359,89.87337996115563,411442
2020-03-22,90.02258459628868,90.37184230060711,88.87394724685997,90.53083192770364,407086
2020-03-23,92.02451353103375,92.34614858225113,91.00869171205535,90.98619518991383,103453
2020-03-24,92.32519880860914,94.40194679216998,92.26351895876117,90.04176190313834,202811
2020-03-25,90.47229190434302,90.85422735657458,90.04347540401245,90.10609035206798,154935
2020-03-26,90.00371202637939,90.43375367357046,89.31060641911624,89.26924552027214,484583
2020-03-27,90.56532340116117,91.59560685519301,90.38888184588394,90.54093375210763,274442
2020-03-28,90.69883277585859,90.9376219348851,90.33180493677527,91.04986480118225,370472
2020-03-29,91.00916266509607,91.26820481091677,90.18157244444735,90.36737055231244,115534
2020-03-30,90.67922027698287,90.87557012606786,90.5930763939365,91.83349595717267,447424
2020-03-31,91.24012285789505,91.31172411730911,90.16798384590943,91.36771212158651,136320
2020-04-01,91.93415600643569,91.97137824294553,89.01280552294108,92.32322190962365,149170
2020-04-02,91.71042154881407,92.43805109245105,91.2738617446564,91.78203520796258,200546
2020-04-03,91.31010054198659,91.36204642779389,90.40616570090039,90.57385293045273,180201
2020-04-04,91.2699313083399,92.00257138555548,88.90699887279807,91.27071722992109,334473
2020-04-05,89.03263818865145,89.11335476876003,88.02290748394151,89.24976424481109,370784
2020-04-06,89.44882919749674,89.52746438781283,88.82967493649154,89.91900697376403,331324
2020-04-07,89.35544007943214,91.35364076396425,87.29794460972045,89.30889332080322,261121
2020-04-08,89.62778876392771,90.5441164386302,89.6069950562523,89.07305601095773,498834
2020-04-09,89.80399850711304,90.15048698301104,89.0759955658839,90.02429308960312,333612
2020-04-10,88.57847182686287,89.57648193672252,88.39557538575802,88.38818228158895,287125
2020-04-11,87.31824953368603,90.21450491187971,85.94337311453785,87.32830641859609,495136
2020-04-12,87.87142063930091,89.95979534408164,87.22545646017637,87.00178613861073,406081
2020-04-13,87.31215933942893,87.45174896758411,86.51296733277867,87.19705780223384,300796
2020-04-14,86.6797721499723,87.7879549667098,86.19702862779026,85.87834875192678,243279
2020-04-15,87.81550346145401,88.85540938857955,86.8621748531953,87.69844203180295,296846
2020-04-16,88.37639685683372,88.98917076189629,88.25372654083893,88.31298108906157,264044
2020-04-17,88.31554191756163,89.36895748073529,86.69086345909207,89.25706523202153,302160
2020-04-18,88.30605953548798,88.92982849618377,87.98298026237195,89.03111042206562,170463
2020-04-19,89.86899589991853,91.78302725378532,89.61664239779225,89.42256745971511,193500
